pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
149947	粶	1	0	0	14	米	8		ロク					はぜこめ	5120	2,83,88
149948	鰣	1	0	0	21	魚	10		ジ	シ				はす	7517	1,94,48
149949	鲥	1	0	0	15	魚	7									
149957	鮸	1	0	0	18	魚	7		メン,マン	ベン,バン				にべ,いしもち	7473	2,93,46
149958	鮍	1	0	0	16	魚	5		ヒ					かわはぎ	7458	
149959	魛	1	0	0	13	魚	2		トウ					たちうお	7432	
149960	鯥	1	0	0	19	魚	8		ロク	リク				むつ	7487	1,94,44
149961	魳	1	0	0	15	魚	4		シ,ソウ					ぶり,かます	7444	2,93,37
149962	魣	1	0	0	15	魚	4		ジョ,ヨ	ショ				かます,たなご	7435	2,93,33
149963	鱵	1	0	0	26	魚	15		シン					さより	7554	2,93,93
149964	髎	1	0	0	21	骨	11		リョウ,ロウ					こしぼね	7370	1,94,24
149965	咊	1	0	0	8	口	5		ワ	カ					9372	2,3,76
149966	腧	1	0	0	13	肉	9		シュ,ユ						5431	1,90,49
149967	瘈	1	0	0	14	&#30098;	9		カイ,セイ	ケイ				くる-う	4572	1,88,50
149968	瘂	1	0	0	13	&#30098;	8		エ,ヤク	ア,アク				おし	4568	1,88,49
149969	囟	1	0	0	6	囗	3		シン,シ					ひよめき	2285	2,4,53
149970	顖	1	0	0	19	頁	10		シン,シ					ひよめき	7216	1,93,94
149971	璇	1	0	0	15	玉	11		ゼン	セン					4447	1,88,23
149972	璣	1	0	0	16	玉	12		ケ,ギ	キ,ゲ				たま	4460	1,88,28
149973	膻	1	0	0	17	肉	13		タン					きも	5452	1,90,52
150071	乭	1	0	0	6	乙	5									
150072	珏	1	0	0	9	玉	5		コク	カク					4377	1,87,90
150078	珉	1	0	0	9	玉	5		ミン	ビン					4374	1,87,89
150238	釔	1	0	0	9	金	1			イツ						,,
150335	釗	1	0	0	10	金	2			ショウ				けず-る	7C7C	1,92,92
150486	窬	1	0	0	14	穴	9			ユ,トウ				こえ-る,うが-つ		,,
150487	縔	1	0	0	16	糸	10			ソウ,ショウ				まゆ		,,
150488	縑	1	0	0	16	糸	10			ケン				きぬ		,,
150489	縐	1	0	0	16	糸	10				シュ,シュウ,シュク,ス			ちぢ-む,ほそ-い,こま-かい		,,
150490	縎	1	0	0	16	糸	10			コツ				むす-ぶ		,,
150491	衋	1	0	0	24	血	18			キョク,コク				いた-む,いた-める		,,
150546	訹	1	0	0	12	言	5		シュチ	シュツ					????	,,
150702	𡗓	0	0	0	4	大	1			リュウ	リツ			た-つ,た-てる,だて,たつ,たっ,だ-てる,たて,た-ち,つい,たち		
150770	𠫔	0	0	0	3	厶	1									
150771	𠫕	0	0	0	3	厶	1									
150772	𠫙	0	0	0	5	厶	3									
150773	𠫞	0	0	0	6	厶	4									
150774	𠫟	0	0	0	6	厶	4									
150775	𠫠	0	0	0	6	厶	4									
150776	𠫥	0	0	0	6	厶	4									
150777	𠫦	0	0	0	6	厶	5									
150778	𠫩	0	0	0	8	厶	6									
150779	𠫪	0	0	0	8	厶	6									
150780	𠫫	0	0	0	8	厶	6									
150781	𠫬	0	0	0	8	厶	6									
150782	𠫰	0	0	0	9	厶	7									
150783	𠫱	0	0	0	9	厶	7									
150784	𠫺	0	0	0	10	厶	8									
150785	𠬀	0	0	0	12	厶	10									
150786	𠬁	0	0	0	12	厶	10									
150787	𠬇	0	0	0	13	厶	11									
150788	𠬎	0	0	0	14	厶	12									
150789	𠬑	0	0	0	15	厶	13									
150790	𠬚	0	0	0	4	又	2									
150791	𠬞	0	0	0	4	又	2									
150792	𠬟	0	0	0	4	又	2									
150793	𠬡	0	0	0	5	又	3									
150794	𠬥	0	0	0	5	又	3									
150795	𠬧	0	0	0	5	又	3									
150796	𠬭	0	0	0	6	又	4									
150797	𠬱	0	0	0	7	又	5									
150798	𠬸	0	0	0	7	又	5									
150799	𠬹	0	0	0	8	又	6									
150800	𠬺	0	0	0	8	又	6									
150801	𠬻	0	0	0	8	又	6									
150802	𠬼	0	0	0	8	又	6									
150803	𠬿	0	0	0	9	又	7									
150804	𠭀	0	0	0	9	又	7									
150805	𠭁	0	0	0	9	又	7									
150806	𠭊	0	0	0	10	又	8									
150807	𠭌	0	0	0	10	又	8									
150808	𠭍	0	0	0	10	又	8									
150809	𠭎	0	0	0	10	又	8									
150810	𠭏	0	0	0	10	又	8									
150811	𠭕	0	0	0	11	又	9									
150812	𠭖	0	0	0	11	又	9									
150813	𠭘	0	0	0	11	又	9									
150814	𠭜	0	0	0	11	又	9									
150815	𠭛	0	0	0	11	又	9									
150816	𠭧	0	0	0	12	又	10									
150817	𠭨	0	0	0	12	又	10									
150818	𠭮	0	0	0	12	又	10									
150819	𠭱	0	0	0	13	又	11									
150820	𠭲	0	0	0	13	又	11									
150821	𠭳	0	0	0	13	又	11									
150822	𠭵	0	0	0	13	又	11									
150823	𠮋	0	0	0	16	又	14									
150824	𠮉	0	0	0	16	又	14									
150825	𠮎	0	0	0	17	又	15									
150826	𠮑	0	0	0	19	又	17									
150827	𠮓	0	0	0	21	又	19									
150828	𠮕	0	0	0	22	又	20									
150829	𠮗	0	0	0	24	又	22									
150830	𠮘	0	0	0	24	又	22									
150831	𠮡	0	0	0	5	口	2									
150832	𠮢	0	0	0	5	口	2									
150833	𠮣	0	0	0	5	口	2									
150834	𠮪	0	0	0	5	口	2									
150835	𠮦	0	0	0	5	口	2									
150836	𠮬	0	0	0	6	口	3									
150837	𠮱	0	0	0	6	口	3									
150838	𠮲	0	0	0	6	口	3									
150860	鮇	1	0	0	16	魚	5		ミ	ビ				いわな	7454	
150982	𪛋	0	0	0	25	龠	8									
150987	𪚦	0	0	0	16	龜										
150988	𪛁	0	0	0	25	龜	9									
150989	𪚾	0	0	0	19	龜										
150990	𪚧	0	0	0	18	龜										
150991	𪚱	0	0	0	20	龜										
150992	𪚳	0	0	0	21	龜										
150993	𪚵	0	0	0	20	龜	4									
150994	𠯉	0	0	0	6	口	3									
150995	𠯌	0	0	0	7	口	4									
150996	𠮚	0	0	0	4	口	1									
150997	𠮛	0	0	0	4	口	3									
150998	𠮮	0	0	0	6	口	3									
150999	𠯏	0	0	0	7	口	4									
151000	𠯕	0	0	0	7	口	4									
151001	𠯚	0	0	0	7	口	4									
151002	𠯝	0	0	0	7	口	4									
151003	𠯞	0	0	0	7	口	4									
151004	𠯶	0	0	0	7	口	4									
151005	𠯬	0	0	0	7	口	4									
151006	𠯵	0	0	0	7	口	4									
151007	𠯮	0	0	0	7	口	4									
151008	𠰎	0	0	0	8	口	5									
151009	𠰔	0	0	0	8	口	5									
151010	𠰗	0	0	0	8	口	5									
151011	𠱎	0	0	0	8	口	5									
151012	𠰲	0	0	0	8	口	5									
151013	𠰶	0	0	0	8	口	5									
151014	𠰿	0	0	0	8	口	5									
151015	𠯎	0	0	0	7	口	4									
151016	𠱖	0	0	0	9	口	6									
151017	𠱗	0	0	0	9	口	6									
151018	𠱢	0	0	0	9	口	6									
151019	𠱦	0	0	0	9	口	6									
151020	𠱬	0	0	0	9	口	6									
151021	𠱩	0	0	0	9	口	6									
151022	𠱭	0	0	0	9	口	6									
151023	𠱰	0	0	0	9	口	6									
151024	𠱯	0	0	0	9	口	6									
151025	𠱱	0	0	0	9	口	6									
151026	𠲐	0	0	0	9	口	6									
151027	𠲯	0	0	0	10	口	7									
151028	𠲰	0	0	0	10	口	7									
151029	𠲲	0	0	0	10	口	7									
151030	𠲳	0	0	0	10	口	7									
151031	𠲸	0	0	0	10	口	7									
151032	𠲼	0	0	0	10	口	7									
151033	𠳄	0	0	0	10	口	7									
151034	𠳅	0	0	0	10	口	7									
151035	𠳆	0	0	0	10	口	7									
151036	𠳈	0	0	0	10	口	7									
151037	𠳻	0	0	0	10	口	7									
151038	𠳯	0	0	0	10	口	7									
151039	𠳸	0	0	0	10	口	7									
151040	𠳱	0	0	0	10	口	7									
151041	𠳺	0	0	0	10	口	7									
151042	𠳮	0	0	0	10	口	7									
151043	𠴧	0	0	0	11	口	8									
151044	𠴩	0	0	0	11	口	8									
151045	𠴬	0	0	0	11	口	8									
151046	𠴮	0	0	0	11	口	8									
151047	𠴰	0	0	0	11	口	8									
151048	𠴻	0	0	0	11	口	8									
151049	𠴽	0	0	0	11	口	8									
151050	𠴿	0	0	0	11	口	8									
151051	𠵀	0	0	0	11	口	8									
151052	𠵁	0	0	0	11	口	8									
151053	𠶵	0	0	0	11	口	8									
151054	𠶭	0	0	0	11	口	8									
151055	𠶰	0	0	0	11	口	8									
151056	𠶲	0	0	0	11	口	8									
151057	𠶳	0	0	0	11	口	8									
151058	𠵑	0	0	0	11	口	8									
151059	𠵰	0	0	0	11	口	8									
151060	𠵲	0	0	0	11	口	8									
151061	𠵊	0	0	0	11	口	8									
151062	𠷘	0	0	0	12	口	9									
151063	𠶺	0	0	0	12	口	9									
151064	𠶻	0	0	0	12	口	9									
151065	𠶼	0	0	0	12	口	9									
151066	𠷆	0	0	0	12	口	9									
151067	𠷔	0	0	0	13	口	9									
151068	𠷕	0	0	0	13	口	9									
151069	𠷗	0	0	0	13	口	9									
151070	𠷚	0	0	0	13	口	9									
151071	𠷛	0	0	0	13	口	9									
151072	𠷜	0	0	0	13	口	9									
151073	𠷝	0	0	0	13	口	9									
151074	𠷟	0	0	0	13	口	9									
151075	𠷻	0	0	0	13	口	9									
151076	𠷽	0	0	0	13	口	9									
151077	𠸀	0	0	0	13	口	9									
151078	𠸶	0	0	0	4	口	10									
151079	𠸿	0	0	0	14	口	10									
151080	𠹉	0	0	0	14	口	10									
151081	𠹏	0	0	0	14	口	10									
151082	𠹧	0	0	0	14	口	10									
151083	𠹨	0	0	0	14	口	10									
151084	𠹩	0	0	0	14	口	10									
151085	𠺤	0	0	0	14	口	10									
151086	𠻕	0	0	0	15	口	11									
151087	𠻖	0	0	0	15	口	11									
151088	𠻘	0	0	0	15	口	11									
151089	𠻚	0	0	0	15	口	11									
151090	𠻛	0	0	0	15	口	11									
151091	𠻣	0	0	0	15	口	11									
151092	𠻩	0	0	0	15	口	11									
151122	𠺎	0	0	0	14	口	10									
151123	𠺏	0	0	0	14	口	10									
151124	𠻭	0	0	0	14	口	11									
151125	𠻮	0	0	0	14	口	11									
151126	𠻰	0	0	0	14	口	11									
151127	𠼜	0	0	0	14	口	11									
151128	𠼣	0	0	0	14	口	11									
151129	𠽡	0	0	0	15	口	12									
151130	𠽥	0	0	0	15	口	12									
151131	𠽧	0	0	0	15	口	12									
151132	𠽮	0	0	0	15	口	12									
151133	𠽯	0	0	0	15	口	12									
151134	𠽴	0	0	0	15	口	12									
151135	𠽸	0	0	0	15	口	12									
151136	𠽿	0	0	0	15	口	12									
151137	𠾁	0	0	0	15	口	12									
151138	𠾂	0	0	0	15	口	12									
151139	𠾃	0	0	0	15	口	12									
151140	𠾄	0	0	0	15	口	12									
151141	𠾅	0	0	0	15	口	12									
151142	𠾈	0	0	0	15	口	12									
151143	𠾊	0	0	0	15	口	12									
151144	𠾋	0	0	0	15	口	12									
151145	𠾯	0	0	0	15	口	12									
151146	𠾰	0	0	0	15	口	12									
151147	𠾦	0	0	0	15	口	12									
151148	𠿊	0	0	0	16	口	13									
151149	𠿒	0	0	0	16	口	13									
151150	𠿙	0	0	0	6	口	13									
151151	𠿚	0	0	0	16	口	13									
151152	𠿢	0	0	0	16	口	13									
151153	𠿥	0	0	0	16	口	13									
151154	𠿧	0	0	0	16	口	13									
151155	𡀓	0	0	0	16	口	13									
151156	𡀐	0	0	0	16	口	13									
151157	𡁨	0	0	0	17	口	14									
151158	𡁑	0	0	0	17	口	14									
151159	𡁒	0	0	0	17	口	14									
151160	𡁩	0	0	0	17	口	14									
151161	𡂝	0	0	0	18	口	15									
151162	𡂞	0	0	0	18	口	15									
151163	𡂤	0	0	0	18	口	15									
151164	𡂥	0	0	0	18	口	15									
151165	𡂦	0	0	0	18	口	15									
151166	𡂧	0	0	0	18	口	15									
151167	𡃣	0	0	0	19	口	16									
151168	𡃥	0	0	0	19	口	16									
151169	𡃨	0	0	0	19	口	16									
151170	𡃫	0	0	0	19	口	16									
151171	𡃬	0	0	0	19	口	16									
151172	𡃭	0	0	0	19	口	16									
151173	𡃯	0	0	0	19	口	16									
151174	𡄊	0	0	0	19	口	16									
151175	𡄈	0	0	0	19	口	16									
151179	𠑺	0	0	0	6	儿	4									
151180	𠔰	0	0	0	14	八	12									
151181	𠙺	0	0	0	5	凵	3									
151182	𠥱	0	0	0	7	匸	5									
151183	𠦚	0	0	0	8	十	6									
151184	𡄙	0	0	0	20	口	17									
151185	𡄚	0	0	0	20	口	17									
151186	𡄛	0	0	0	20	口	17									
151187	𡅗	0	0	0	22	口	19									
151188	𡅚	0	0	0	22	口	19									
151189	𡂨	0	0	0	18	口	15									
151190	𡅟	0	0	0	22	口	19									
151191	𡅡	0	0	0	22	口	19									
151192	𡅮	0	0	0	22	口	19									
151193	𡅰	0	0	0	23	口	20									
151194	𡅾	0	0	0	24	口	21									
151195	𡅴	0	0	0	23	口	20									
151196	𡅶	0	0	0	23	口	20									
151197	𡅱	0	0	0	23	口	20									
151198	𡅽	0	0	0	24	口	21									
151199	𡆐	0	0	0	26	口	23									
151200	𧮥	0	0	0	28	口	25									
151201	𡆠	0	0	0	4	囗	1									
151202	𡆡	0	0	0	4	囗	1									
151203	𡆧	0	0	0	6	囗	3									
151204	𡆨	0	0	0	6	囗	3									
151205	𡆲	0	0	0	6	囗	3									
151206	𡆰	0	0	0	6	囗	3									
151207	𡆶	0	0	0	7	囗	4									
151208	𡆸	0	0	0	7	囗	4									
151209	𡇁	0	0	0	7	囗	4									
151210	𡆿	0	0	0	7	囗	4									
151211	𡇃	0	0	0	7	囗	4									
151212	𡆼	0	0	0	7	囗	4									
151213	𡆻	0	0	0	3	囗	4									
151214	𡇉	0	0	0	8	囗	5									
151215	𡇊	0	0	0	8	囗	5									
151216	𡇋	0	0	0	8	囗	5									
151217	𡇎	0	0	0	8	囗	5									
151218	𡇔	0	0	0	9	囗	6									
151219	𡇕	0	0	0	9	囗	6									
151220	𡇛	0	0	0	9	囗	6									
151221	𡇡	0	0	0	10	囗	7									
151222	𡇢	0	0	0	10	囗	7									
151223	𡇣	0	0	0	10	囗	7									
151224	𡇪	0	0	0	10	囗	7									
151225	𡇴	0	0	0	11	囗	8									
151226	𡇹	0	0	0	11	囗	8									
151227	𡇽	0	0	0	12	囗	9									
151228	𡇾	0	0	0	12	囗	9									
151229	𤔗	0	0	0	12	囗	9									
151230	𡈇	0	0	0	12	囗	9									
151342	疤	1	0	0	9	&#30098;	4		ヘ	ハ				やまい		
151343	𠀁	0	0	0	2	一	1									
151344	𠀅	0	0	0	3	一	2									
151345	𡈍	0	0	0	13	囗	10									
151346	𡈎	0	0	0	13	囗	10									
151347	𡈑	0	0	0	13	囗	10									
151348	𡈕	0	0	0	14	囗	11									
151349	𡈖	0	0	0	14	囗	11									
151350	𡈘	0	0	0	14	囗	11									
151351	𡈙	0	0	0	14	囗	11									
151352	𡈚	0	0	0	14	囗	11									
151353	𡈟	0	0	0	14	囗	11									
151354	𡈢	0	0	0	15	囗	12									
151355	𡈭	0	0	0	17	囗	14									
151356	𡈹	0	0	0	21	囗	18									
151357	𡉊	0	0	0	6	土	3									
151358	𡉲	0	0	0	7	土	4									
151359	𡉘	0	0	0	7	土	4									
151360	𡉚	0	0	0	7	土	4									
151361	𡉝	0	0	0	7	土	4									
151362	𡉬	0	0	0	7	土	4									
151363	𡉮	0	0	0	7	土	4									
151364	𡉵	0	0	0	7	土	4									
151365	𡉢	0	0	0	7	土	4									
151366	𡊞	0	0	0	8	土	5									
151367	𡊴	0	0	0	8	土	5									
151368	𡊣	0	0	0	8	土	5									
151369	𡊅	0	0	0	8	土	5									
151370	𡊆	0	0	0	8	土	5									
151371	𡊇	0	0	0	8	土	5									
151372	𡊋	0	0	0	8	土	5									
151373	𡊎	0	0	0	8	土	5									
151374	𡊏	0	0	0	8	土	5									
151375	𡊬	0	0	0	8	土	5									
151376	𡊤	0	0	0	8	土	5									
151377	𡊥	0	0	0	8	土	5									
151378	𡊷	0	0	0	9	土	6									
151379	𡊽	0	0	0	9	土	6									
151380	𡊾	0	0	0	9	土	6									
151381	𡋞	0	0	0	9	土	6									
151382	𡋮	0	0	0	10	土	7									
151383	𡋰	0	0	0	10	土	7									
151384	𡋲	0	0	0	10	土	7									
151385	𡋳	0	0	0	10	土	7									
151386	𡋴	0	0	0	10	土	7									
151387	𡋵	0	0	0	10	土	7									
151388	𡋶	0	0	0	10	土	7									
151389	𡋷	0	0	0	10	土	7									
151390	𡋸	0	0	0	10	土	7									
151391	𡌓	0	0	0	10	土	7									
151392	𡌖	0	0	0	10	土	7									
151393	𡌒	0	0	0	10	土	7									
151394	𡌟	0	0	0	10	土	7									
151395	𡌕	0	0	0	10	土	7									
151396	𡌙	0	0	0	10	土	7									
151397	𡌁	0	0	0	10	土	7									
151398	𡌧	0	0	0	11	土	8									
151399	𡌨	0	0	0	11	土	8									
151400	𡌸	0	0	0	11	土	8									
151401	𡌴	0	0	0	11	土	8									
151402	𡌮	0	0	0	11	土	8									
151403	𡌫	0	0	0	11	土	8									
151404	𡌬	0	0	0	11	土	8									
151405	𡌰	0	0	0	11	土	8									
151406	𡌱	0	0	0	11	土	8									
151407	𡍓	0	0	0	11	土	8									
151408	𡍑	0	0	0	11	土	8									
151409	𡍏	0	0	0	11	土	8									
151437	𪜖	0	0	0	10	乙	9							いそ-ぎ		
151438	𪜩	0	0	0	6	人	4									
151439	𪜪	0	0	0	6	人	4									
151440	𪜸	0	0	0	8	人	6									
151441	𪜽	0	0	0	9	人	7									
151442	𪝆	0	0	0	10	人	8									
151443	𪝘	0	0	0	12	人	10							くつがえ-す		
151444	𪝟	0	0	0	12	人	10							いまし-む		
151445	𪞉	0	0	0	12	八	10							うつむ-く		
151446	𪞵	0	0	0	13	几	11							ふぶき		
151447	𪟇	0	0	0	9	刀	7									
151448	𪟗	0	0	0	7	力	5									
151449	𪚨	0	0	0	18	龜										
151450	𡄠	0	0	0	20	口	17									
151451	𡇌	0	0	0	8	囗	5									
151452	𡈤	0	0	0	15	囗	12									
151453	𡈪	0	0	0	16	囗	13									
151454	𡉄	0	0	0	5	土	2									
151455	𡉈	0	0	0	6	土	3									
151456	𡊈	0	0	0	8	土	5									
151458	𠆤	0	0	0	3	人	1									
151459	𠆣	0	0	0	3	人	1									
151460	𠀉	0	0	0	4	一	3									
151461	𠀙	0	0	0	6	一	5									
151462	𠀚	0	0	0	6	一	5									
151463	𠁕	0	0	0	16	一	15									
151530	嗨	1	0	0	13	口	10		カイ		ハイ					
151546	𪟷	0	0	0	14	十	12									
151547	𪡅	0	0	0	10	口	7									
151548	𪡡	0	0	0	12	口	9									
151549	𪡠	0	0	0	12	口	9				セン					
151550	𪡨	0	0	0	12	口	9							なげ-く		
151551	𪡹	0	0	0	14	口	11							ひか-う		
151552	𪢂	0	0	0	14	口	11							つくづく		
151553	𪢊	0	0	0	15	口	12							かまびす-し		
151554	𪢱	0	0	0	5	土	2							ます		
151555	𪣨	0	0	0	11	土	8							さま		
151557	𪥙	0	0	0	13	大	10									
151558	𪥮	0	0	0	8	女	5							しゅうとめ		
151559	𪥲	0	0	0	9	女	6									
151560	𪥽	0	0	0	11	女	8									
151561	𪦊	0	0	0	12	女	9							なまめ-く		
151562	𪦦	0	0	0	16	女	13							よめ		
151563	𪦮	0	0	0	18	女	15									
151564	𪦺	0	0	0	8	子	5									
151565	𪨎	0	0	0	9	尸	6									
151566	𪨡	0	0	0	22	尸	19							ふ-む		
151567	𪨬	0	0	0	8	山	5									
151568	𪩩	0	0	0	18	工	15									
151569	𪩶	0	0	0	11	巾	8									
151570	𪪍	0	0	0	7	广	4				ブ					
151572	𪫄	0	0	0	21	弓	18									
151573	𪫧	0	0	0	8	心	5				カ			おもしろい		
151574	𪫬	0	0	0	8	心	5							ねんご-ろ		
151575	𪫸	0	0	0	10	心	7							おびや-かす		
151576	𪬅	0	0	0	12	心	8							あくが-る		
151577	𪬿	0	0	0	20	心	16							そぞ-ろ		
151578	𪭉	0	0	0	5	戈	1							あらわ-す		
151579	𪭱	0	0	0	9	手	6							さが-す		
151580	𪭷	0	0	0	10	手	7									
151581	𪮇	0	0	0	11	手	8									
151582	𪮷	0	0	0	16	手	13									
151583	𪯆	0	0	0	8	支	4							えと		
151585	𪰌	0	0	0	8	日	4									
151586	𪰒	0	0	0	9	日	5									
151587	𪰪	0	0	0	12	日	8							あさぼらけ		
151588	𪱀	0	0	0	15	日	11									
151589	𪱤	0	0	0	13	月	9							むつ-ましい		
151590	𠁧	0	0	0	7	丨	6									
151591	𠁮	0	0	0	9	丨	8									
151592	𠁽	0	0	0	3	丶	2									
151593	𠂍	0	0	0	3	丿	2									
151594	𠂏	0	0	0	4	丿	3									
151595	𠂞	0	0	0	5	丿	4									
151596	𠂰	0	0	0	7	丿	6									
151597	𠂺	0	0	0	10	丿	9									
151598	𠃄	0	0	0	12	丿	11									
151599	𠃏	0	0	0	2	乙	1									
151600	𠃥	0	0	0	6	乙	5									
151601	𠃧	0	0	0	6	乙	5									
151602	𠃭	0	0	0	8	乙	7									
151603	𠃶	0	0	0	9	乙	8									
151604	𠃾	0	0	0	11	乙	10									
151605	𠄊	0	0	0	19	乙	18									
151606	𠄈	0	0	0	14	乙	13									
151607	𠄇	0	0	0	14	乙	13									
151608	𠄒	0	0	0	4	亅	3									
151609	𠄓	0	0	0	4	亅	3									
151610	𠄕	0	0	0	6	亅	5									
151611	𠄞	0	0	0	2	二	0									
151612	𠄭	0	0	0	8	二	6									
151613	𠄷	0	0	0	10	二	8									
151614	𠄬	0	0	0	8	二	6									
151615	𠄹	0	0	0	11	二	9									
151747	𪱱	0	0	0	7	木	3									
151748	𪱲	0	0	0	7	木	3									
151749	𪱹	0	0	0	9	木	5									
151750	𪱻	0	0	0	9	木	5							えのき		
151751	𪲇	0	0	0	10	木	6							ふし		
151753	𪲒	0	0	0	11	木	7							もみじ		
151754	𪲓	0	0	0	11	木	7									
151755	𪲖	0	0	0	11	木	7							はしら		
151756	𪲢	0	0	0	12	木	8							さかき		
151757	𪲆	0	0	0	10	木	6							はじき		
151758	𪲦	0	0	0	12	木	8							うだち		
151759	𪲨	0	0	0	12	木	8							かき		
151760	𪲳	0	0	0	13	木	9							かき		
151761	𪲼	0	0	0	13	木	9									
151762	𪳃	0	0	0	13	木	9									
151763	𪳉	0	0	0	14	木	10							すぎ		
151764	𪳊	0	0	0	14	木	10									
151765	𪳒	0	0	0	14	木	10							くるみ		
151766	𪳓	0	0	0	14	木	10							てらつつき		
151767	𪳖	0	0	0	14	木	10							ひ		
151768	𪳧	0	0	0	15	木	11									
151769	𪴀	0	0	0	17	木	13									
151770	𪴇	0	0	0	17	木	13									
151771	𪴐	0	0	0	19	木	15				セツ					
151772	𪴓	0	0	0	19	木	15									
151773	𪴕	0	0	0	19	木	15							こしき		
151774	㐀	0	0	0	5	一	4									
151775	㐭	0	0	0	6	亠	4									
151776	㐰	0	0	0	5	人	3									
151777	㐹	0	0	0	6	人	4									
151778	㐸	0	0	0	6	人	4									
151779	㑂	0	0	0	7	人	5									
151780	㑅	0	0	0	7	人	5									
151818	𠄵	0	0	0	10	二	8									
151819	𠅢	0	0	0	11	亠	9									
151820	𠅙	0	0	0	10	亠	8									
151821	𠅘	0	0	0	10	亠	8									
151822	𠇲	0	0	0	7	人	5									
151823	𠄔	0	0	0	4	亅	3									
151849	𠅩	0	0	0	12	亠	10									
151850	𠆇	0	0	0	15	亠	13									
151851	𠆒	0	0	0	16	亠	14									
151852	𠆨	0	0	0	4	人	2									
151853	𠆪	0	0	0	5	人	3									
151854	𠆯	0	0	0	5	人	3									
151855	𠆼	0	0	0	6	人	4									
151856	𠆸	0	0	0	6	人	4									
151857	𠇏	0	0	0	6	人	4									
151858	𠇂	0	0	0	6	人	4									
151859	𠇝	0	0	0	7	人	5									
151860	𠇾	0	0	0	7	人	5									
151861	𠇿	0	0	0	7	人	5									
151862	𠈁	0	0	0	7	人	5									
151863	𠇴	0	0	0	7	人	5									
151864	𠇞	0	0	0	7	人	5									
151865	𠈄	0	0	0	8	人	6									
151866	𠈋	0	0	0	8	人	6									
151867	𠈌	0	0	0	8	人	6									
151868	𠈐	0	0	0	8	人	6									
151869	𠈨	0	0	0	8	人	6									
151870	𠈧	0	0	0	8	人	6									
151871	𠉔	0	0	0	9	人	7									
151872	𠈲	0	0	0	9	人	7									
151873	𠈷	0	0	0	9	人	7									
151874	𠈻	0	0	0	9	人	7									
151875	𠉡	0	0	0	9	人	7									
151876	𠉘	0	0	0	9	人	7									
151877	𠉕	0	0	0	9	人	7									
151878	𠉦	0	0	0	10	人	8									
151879	𠉨	0	0	0	10	人	8									
151880	𠉮	0	0	0	10	人	8									
151881	𠉳	0	0	0	10	人	8									
151882	𠊖	0	0	0	10	人	8									
151883	𠊑	0	0	0	10	人	8									
151884	𠊨	0	0	0	11	人	9									
151885	𠊴	0	0	0	11	人	9									
151886	𠋪	0	0	0	11	人	9									
151887	𠋫	0	0	0	11	人	9									
151888	𠋒	0	0	0	11	人	9									
151889	𠋔	0	0	0	11	人	9									
151890	𠊾	0	0	0	11	人	9									
151891	𠋕	0	0	0	11	人	9									
151892	𠋁	0	0	0	11	人	9									
151893	𠋴	0	0	0	12	人	10									
151894	𠋶	0	0	0	12	人	10									
151895	𠊒	0	0	0	10	人	8									
151896	𠋼	0	0	0	12	人	10									
151897	𠋾	0	0	0	12	人	10									
151898	𠌩	0	0	0	12	人	10									
151899	𠋭	0	0	0	12	人	10									
151900	𠋮	0	0	0	12	人	10									
151901	𠌘	0	0	0	12	人	10									
151902	𠌠	0	0	0	12	人	10									
151903	𠌗	0	0	0	12	人	10									
151904	𠌡	0	0	0	12	人	10									
151905	𠌭	0	0	0	13	人	11									
151906	𠌯	0	0	0	13	人	11									
151907	𠌶	0	0	0	13	人	11									
151908	𠌷	0	0	0	13	人	11									
151909	𠌹	0	0	0	13	人	11									
151910	𠌺	0	0	0	13	人	11									
151911	𠌿	0	0	0	13	人	11									
151912	𠍀	0	0	0	13	人	11									
151913	𠍬	0	0	0	13	人	11									
151914	𠍟	0	0	0	13	人	11									
152032	耸	1	0	0	10	耳	4									
152033	釓	1	0	0	9	金	1			ガ						,,
152103	柃	1	0	0	9	木	5		リョウ	レイ				ひさかき	3527	2,14,46
152110	蕙	1	0	0	16	艸	12			ケイ				かおりぐさ	5948	
152160	𠍘	0	0	0	13	人	11									
152161	𫝃	0	0	0	14	一	13									
152162	𫝉	0	0	0	10	人	8									
152163	𫝍	0	0	0	9	冂	7									
152164	𫝔	0	0	0	9	十	7									
152165	𫝣	0	0	0	7	夕	4									
152166	𫝸	0	0	0	9	彡	6									
152167	𫞃	0	0	0	9	日	5									
152168	𫞄	0	0	0	10	日	6									
152169	𫞐	0	0	0	16	木	12									
152170	𫞓	0	0	0	13	止	9									
152171	𫞖	0	0	0	5	氏	2									
152172	𫞲	0	0	0	10	目	5									
152173	𫟎	0	0	0	9	艸	6									
152174	𫟓	0	0	0	12	艸	9									
152175	𫟛	0	0	0	12	襾	6									
152176	𫟪	0	0	0	13	辵	9									
152177	𫟯	0	0	0	9	里	2									
152178	𫠉	0	0	0	7	馬	(-3)									
152300	𫠔	0	0	0	16	鳥	5									
152301	𫠓	0	0	0	8	鳥	(-3)									
152302	㑄	0	0	0	7	人	5									
152303	㑴	0	0	0	12	人	10									
152304	㒒	0	0	0	15	人	13									
152305	㒫	0	0	0	6	儿	4									
152306	㒰	0	0	0	5	入	3									
