pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
152307	𪴠	0	0	0	22	木	18				ジュ					
152308	𪴡	0	0	0	22	木	18									
152309	𪳳	0	0	0	16	木	12							すぎ		
152310	𪶉	0	0	0	10	水	7									
152311	𪸢	0	0	0	9	火	5									
152312	𪸫	0	0	0	11	火	7									
152313	𪹶	0	0	0	17	火	13									
152314	𪺐	0	0	0	12	爪	8							つか-む		
152315	𪻌	0	0	0	19	犬	16							むじな		
152316	𪼪	0	0	0	19	玉	15									
152317	𪼶	0	0	0	8	瓦	3									
152318	𪼸	0	0	0	9	瓦	4							なべ		
152319	𪼹	0	0	0	10	瓦	5							なべ		
152320	𪼻	0	0	0	13	瓦	8							つぼ		
152321	𪼼	0	0	0	14	瓦	9									
152322	𪽋	0	0	0	9	田	4									
152323	𪽘	0	0	0	13	田	8									
152324	𪟧	0	0	0	21	力	19							たばか-る		
152325	𪽶	0	0	0	15	疒	10				カク					
152326	𪽺	0	0	0	19	疒	14									
152327	𪾗	0	0	0	17	皿	12							も-る		
152328	𪾧	0	0	0	10	目	5							まなじり		
152329	𪾨	0	0	0	11	目	6							み-る		
152330	𪾬	0	0	0	12	目	7							にら-む		
152331	𪾲	0	0	0	14	目	9							くら-い		
152332	𪾵	0	0	0	15	目	10							しか-る		
152333	𠉭	0	0	0	10	人	8									
152334	𠍱	0	0	0	14	人	12									
152335	𠍶	0	0	0	14	人	12									
152336	𠍴	0	0	0	14	人	12									
152337	𠍸	0	0	0	14	人	12									
152338	𠍺	0	0	0	14	人	12									
152339	𠍻	0	0	0	14	人	12									
152340	𠎱	0	0	0	14	人	12									
152341	𠎲	0	0	0	14	人	12									
152342	𠎰	0	0	0	14	人	12									
152343	𠎂	0	0	0	14	人	12									
152344	𠎡	0	0	0	14	人	12									
152345	𠎞	0	0	0	14	人	12									
152346	𠎢	0	0	0	14	人	12									
152347	𠎃	0	0	0	14	人	12									
152348	𠎚	0	0	0	14	人	12									
152349	𠎹	0	0	0	15	人	13									
152350	𠎺	0	0	0	15	人	13									
152351	𠎻	0	0	0	15	人	13									
152352	𠎼	0	0	0	15	人	13									
152353	𠎽	0	0	0	15	人	13									
152354	𠏁	0	0	0	15	人	13									
152355	𠏂	0	0	0	15	人	13									
152356	𠏄	0	0	0	15	人	13									
152357	𠏡	0	0	0	15	人	13									
152358	𠏊	0	0	0	15	人	13									
152359	𠏔	0	0	0	15	人	13									
152360	𠏬	0	0	0	16	人	14									
152361	𠐈	0	0	0	17	人	15									
152362	𠐉	0	0	0	17	人	15									
152363	𠐎	0	0	0	17	人	15									
152364	𠐛	0	0	0	17	人	15									
152365	𠐚	0	0	0	17	人	15									
152366	𠐢	0	0	0	18	人	16									
152367	𠐣	0	0	0	18	人	16									
152368	𠐤	0	0	0	18	人	16									
152369	𠐥	0	0	0	18	人	16									
152370	𠐦	0	0	0	18	人	16									
152371	𠐧	0	0	0	18	人	16									
152372	𠐨	0	0	0	18	人	16									
152373	𠐱	0	0	0	18	人	16									
152374	𠑎	0	0	0	20	人	18									
152375	𠑒	0	0	0	20	人	18									
152376	𠑗	0	0	0	21	人	19									
152377	𠑩	0	0	0	22	人	20									
152378	𠑶	0	0	0	4	儿	2									
152379	𠑷	0	0	0	5	儿	3									
152380	𠒁	0	0	0	7	儿	5									
152381	𠒅	0	0	0	8	儿	6									
152382	𠒃	0	0	0	8	儿	6									
152384	魷	1	0	0	15	魚	4		ユウ							
152698	구	0	0	0	15	魚	4		ユウ							
152716	𪾻	0	0	0	16	目	11							とりめ		
152717	𪾿	0	0	0	17	目	12							み-る		
152718	𪿈	0	0	0	9	矢	4							やき		
152719	𫀃	0	0	0	8	示	4									
152720	𪿓	0	0	0	9	石	4									
152721	𫀖	0	0	0	12	示	8									
152722	𫀧	0	0	0	8	禾	3									
152723	𫁁	0	0	0	15	禾	10							たがえ-す		
152724	𫁆	0	0	0	17	禾	12							なりわい		
152725	𫁈	0	0	0	18	禾	13									
152726	𫁑	0	0	0	13	穴	8							まど		
152727	𫁖	0	0	0	15	穴	10							ねら-う		
152728	𫂒	0	0	0	16	竹	10									
152730	𫂩	0	0	0	21	竹	15							うつぼ		
152731	㒲	0	0	0	6	入	4									
152732	㒶	0	0	0	7	八	5									
152733	㒷	0	0	0	7	八	5									
152734	㒸	0	0	0	9	八	7									
152735	㒹	0	0	0	20	八	18									
152736	㓂	0	0	0	9	冖	7									
152737	㓗	0	0	0	14	冫	12									
152738	㓙	0	0	0	6	凵	4									
152739	㓜	0	0	0	5	刀	3									
152740	㓝	0	0	0	6	刀	4									
152741	㓣	0	0	0	8	刀	6									
152742	㓨	0	0	0	9	刀	7									
152743	㓮	0	0	0	10	刀	8									
152744	㓭	0	0	0	11	刀	9									
152745	㓻	0	0	0	12	刀	10									
152746	㔜	0	0	0	9	力	7									
152747	㔬	0	0	0	8	匕	6									
152748	㔭	0	0	0	11	匕	9									
152749	㔰	0	0	0	7	匸	5									
152750	㔳	0	0	0	13	匚	11									
152751	㔺	0	0	0	6	十	4									
152752	㔻	0	0	0	6	十	4									
152753	㔽	0	0	0	8	卜	6									
152754	㔾	0	0	0	2	卩	0									
152755	㕁	0	0	0	8	卩	6									
152756	㕂	0	0	0	6	厂	4									
152757	㕏	0	0	0	13	厂	11									
152758	㕑	0	0	0	14	厂	12									
152760	㕒	0	0	0	15	厂	13									
152761	㕕	0	0	0	4	厶	2									
152762	㕖	0	0	0	10	厶	8									
152763	㕛	0	0	0	4	又	2									
152764	㕜	0	0	0	6	又	4									
152765	㕯	0	0	0	7	口	4									
152766	㕷	0	0	0	8	口	5									
152767	㖁	0	0	0	9	口	6									
152768	㖇	0	0	0	9	口	6									
152769	㖒	0	0	0	10	口	7									
152770	㖗	0	0	0	10	口	7									
152771	㖘	0	0	0	10	口	7									
152772	𠒊	0	0	0	8	儿	6									
152773	𠒍	0	0	0	9	儿	7									
152774	𠒖	0	0	0	10	儿	8									
152775	𠒨	0	0	0	14	儿	12									
152776	𠒱	0	0	0	15	儿	13									
152777	𠒶	0	0	0	15	儿	13									
152778	𠓛	0	0	0	3	入	1									
152779	𠓥	0	0	0	7	入	5									
152780	𠓳	0	0	0	12	入	10									
152781	𠓸	0	0	0	14	入	12									
153429	倘	1	0	0	10	人	8			しょう,とう				も-し		,,
153430	昰	1	0	0	9	日	5			ゼ,カ				なつ		,,
153518	泼	1	0	0	8	水	5									
153519	竖	1	0	0	9	立	4									
153583	臤	1	0	0	8	臣	2							かた-い		
153962	顾	1	0	0	10	页	4									
154716	nhẫn	1	0	0	10	页	4									
154718	tiếng	1	0	0	10	页	4									
154737	㗂	0	0	0	12	口	9		ショウ,シャゥ	セイ,セィ						
155340	领	1	0	0	11	页	5									
155541	丏	1	0	0	4	一	3		メン	ベン				おお-う	2123	2,01,03
155567	梣	1	0	0	11	木	7		ジン,ジム	シン,シム				とねりこ		
156709	砸	1	0	0	18	隹	10		ゾウ,ゾフ	ソウ,サフ						
156711	幫	1	0	0	17	巾	14		ホウ,ハゥ					たす-ける		
156712	帮	1	0	0	10	巾	7									
156942	轶	1	0	0	9	车	5									
157062	蹦	1	0	0	18	足	11		？？					？？,？-？		
157063	憋	1	0	0	16	心	12		へち	へつ						
157385	鱛	1	0	0	23	魚	12							えそ		
157772	𫂲	0	0	0	8	米	2							もみがら		
157897	鴯	1	0	0	17	鳥	6		ニ	ジ						
157898	鸸	1	0	0	11	鸟	6									
157899	鶓	1	0	0	17	鳥	6		ミョウ,メウ	ビョウ,ベウ						
157900	鹋	1	0	0	11	鸟	6									
157915	劲	1	0	0	7	力	5									
158106	㲋	0	0	0	9	比	5		チャク							
158107	毚	1	0	0	17	比	13		ゼン,ゼム	サン,サム				うさぎ		
158108	谗	1	0	0	11	讠	9									
158113	攙	1	0	0	20	手	17		セン,セム	サン,サム,シン	ザン			さ-す		
158114	搀	1	0	0	12	手	9									
158115	饞	1	0	0	26	食	12		ゼン,ゼム	サン,サム				むさぼ-る		
158116	馋	1	0	0	12	饣	9									
158422	窝	1	0	0	12	穴	7									
158473	礮	1	0	0	21	石	16									1,89,16
158475	攒	1	0	0	19	手	16									
158476	翘	1	0	0	12	羽	6									
158482	攢	1	0	0	22	手	19		サン,ザン					あつ-まる		
159014	𩸽	0	0	0	18	魚	7							ほっけ		
159125	閽	1	0	0	16	門	8			コン						,,
159126	匤	1	0	0	7	匚	5			キョク				はこ		,,
159127	匧	1	0	0	9	匚	7			キョウ				はこ		,,
160894	戢	1	0	0	13	戈	9		シュウ					おさ-める		,,
160902	褁	1	0	0	14	衣	8			セキ				ふくろ		,,
161040	thẳng	1	0	0	14	衣	8			セキ				ふくろ		,,
161178	lưỡi	1	0	0	14	衣	8			セキ				ふくろ		,,
161214	𧖽	0	0	0	14	血	8									
161215	𠵇	0	0	0	11	口	8				キ					
161237	lê	1	0	0	11	口	8				キ					
161246	詗	1	0	0	12	言	5			キョウ				うか-がう		,,
161378	济	1	0	0	9	水	6									
161379	粪	1	0	0	12	米	6									
161381	剂	1	0	0	8	刀	6									
161390	质	1	0	0	8	貝	4									
161489	临	1	0	0	9	丨	8									
161894	蚘	1	0	0	10	虫	4		ユウ	カイ					5847	1,91,52
161895	蛕	1	0	0	12	虫	6		ユウ	カイ,ガイ					5869	2,87,43
161932	釙	1	0	0	10	金	2			ハク						,,
161933	釹	1	0	0	11	金	3				ジョ					,,
162640	𩵜	0	0	0	14	魚	3									
162678	𥒥	0	0	0	11	石	6									
162679	跢	1	0	0	13	足	6									
163128	舰	1	0	0	10	舟	4									
163625	鮶	1	0	0	18	魚	7			クン				めばる,そい,めじか		
164264	蹬	1	0	0	19	足	12		トウ							
164758	叼	1	0	0	5	口	2			チョウ				くわ-える		
165150	搁	1	0	0	12	手	9									
165168	须	1	0	0	9	页	3									
165453	煆	1	0	0	24	火	9		ケ	カ						
165455	伌	1	0	0	６	人	４		エ	アイ				こま-る		
165457	墲	1	0	0	15	土	12				モ,ム,ボ,ブ					
165858	𫡤	0	0	0	6	乙	5							あつ-まる		
165859	𫡷	0	0	0	14	二	12							ヘクタール		
165860	𫢏	0	0	0	6	人	4									
165861	𫣁	0	0	0	11	人	9							はや-らす		
165862	𫣄	0	0	0	12	人	10									
165863	𫣒	0	0	0	13	人	11									
165864	𫣕	0	0	0	13	人	11							へつら-う		
165865	𫤜	0	0	0	12	儿	10									
165866	𫤞	0	0	0	13	儿	11									
165867	𫥲	0	0	0	6	刀	4							たち		
165868	𫥻	0	0	0	7	刀	5									
165869	𫦈	0	0	0	11	刀	9							しゅうね-く		
165870	𫦤	0	0	0	3	力	1									
165871	𫦥	0	0	0	5	力	4									
165872	𬶀	0	0	0	10	魚	2									
165873	𬶁	0	0	0	10	魚	2									
165874	𬶄	0	0	0	12	魚	4									
165875	𬶆	0	0	0	12	魚	4									
165876	𬶇	0	0	0	12	魚	4									
165877	𬶋	0	0	0	13	魚	5									
165878	𬶍	0	0	0	13	魚	5									
165879	𬶐	0	0	0	14	魚	6									
165880	𬶒	0	0	0	15	魚	7									
165881	𬶕	0	0	0	15	魚	7									
165882	𬶞	0	0	0	17	魚	9									
165883	𬶟	0	0	0	17	魚	9									
165884	𬶠	0	0	0	17	魚	9									
165885	𬶤	0	0	0	17	魚	9									
165886	𬶨	0	0	0	17	魚	9									
165887	𬶭	0	0	0	19	魚	11									
165888	𬶮	0	0	0	20	魚	12									
165889	𬶵	0	0	0	21	魚	13									
165890	𬬩	0	0	0	8	金	3									
165891	𬬬	0	0	0	9	金	4									
165892	𬬫	0	0	0	9	金	4									
165893	𬬮	0	0	0	9	金	4									
165894	𬬰	0	0	0	9	金	4									
165895	𬬱	0	0	0	9	金	4									
165896	𬬲	0	0	0	9	金	4									
165897	𬬭	0	0	0	9	金	4									
165898	𬬵	0	0	0	9	金	4									
165899	𬬸	0	0	0	10	金	5									
165900	𬬷	0	0	0	10	金	5									
165901	𬬹	0	0	0	10	金	5									
165902	𬬾	0	0	0	10	金	5									
165903	𬭀	0	0	0	10	金	5									
165904	𬭁	0	0	0	10	金	5									
165905	𬭃	0	0	0	11	金	6									
165906	𬭅	0	0	0	11	金	6									
165907	𬭆	0	0	0	11	金	6									
165908	𬭉	0	0	0	11	金	6									
165909	𬭎	0	0	0	12	金	7									
165910	𬭔	0	0	0	13	金	8									
165911	𬭗	0	0	0	13	金	8									
165912	𬭕	0	0	0	13	金	8									
165913	𬭚	0	0	0	13	金	8									
165914	𬭜	0	0	0	13	金	8									
165915	𬭝	0	0	0	13	金	8									
165916	𬭢	0	0	0	14	金	9									
165917	𬭤	0	0	0	14	金	9									
165918	𬭦	0	0	0	15	金	10									
165919	𬭩	0	0	0	15	金	10									
165920	𬭭	0	0	0	16	金	11									
165921	𬭯	0	0	0	16	金	11									
165922	𬭲	0	0	0	16	金	11									
165923	𬭴	0	0	0	17	金	12									
165924	𬭵	0	0	0	17	金	12									
165925	𬭸	0	0	0	17	金	12									
165926	𬭺	0	0	0	18	金	13									
165927	𬭼	0	0	0	18	金	13									
165928	𬭽	0	0	0	18	金	13									
165929	𫦫	0	0	0	9	力	7							かたな		
166737	剑	1	0	0	9	刀	7									
167789	𬣙	0	0	0	5	言	3									
167790	𬣝	0	0	0	6	言	4									
167791	𬣞	0	0	0	6	言	4									
167792	𬣡	0	0	0	7	言	5									
167793	𬣤	0	0	0	7	言	5									
167794	𬣧	0	0	0	7	言	5									
167857	𠁀	0	0	0	10	一	9									
167858	𠅜	0	0	0	10	亠	8									
167859	𫒢	0	0	0	15	金	7									
167896	𠞺	0	0	0	13	刀	11									
167900	𢞅	0	0	0	12	心	9									
168063	澮	1	0	0	16	水	13		ケ,エ	カイ,ワイ					4085	
168065	浍	1	0	0	9	水	6									
169007	妈	1	0	0	6	女	3									
169338	𬣥	0	0	0	7	言	5									
169339	𬣦	0	0	0	7	言	5									
169340	𬣭	0	0	0	8	言	6									
169341	𬣯	0	0	0	8	言	6									
169926	匋	1	0	0	8	勹	6		ドウ,ダウ,ヨウ,エウ	トウ,タウ				すえもの		
170344	蚺	1	0	0	11	虫	5									
170478	蚦	1	0	0	10	虫	4		ネン,ナン,テン	ゼン,ザン				にしきへび	5851	
171561	醚	1	0	0	17	酉	10									
171562	㹴	0	0	0	10	犬	7									
172854	猹	1	0	0	12	犬	9								704A	2,80,42
172855	釕	1	0	0	10	金	2				リョウ					,,
172856	釩	1	0	0	11	金	3			ハン					632C	,,
172860	铳	1	0	0	11	金	6									
172897	𨧀	0	0	0	15	金	7									
173300	蔥	1	0	0	17	艸	11		ス	ソウ,ソゥ				ねぎ	5724	2,86,72
173415	𨨏	0	0	0	16	金	8									
173428	𨭆	0	0	0	20	金	12									
173661	嚚	1	0	0	18	口	15				ギン,ゴン,ガン,ゲン			ひすか-し,ひずか-し		
173819	𨭎	0	0	0	20	金	12									
173821	錒	1	0	0	16	金	8									
173822	鈾	1	0	0	13	金	5			ユウ				ウラン		
173823	瞪	1	0	0	17	目	12							みは-る,みつめ-る		
174121	𬣰	0	0	0	8	言	6									
174122	𬣳	0	0	0	8	言	6									
174123	𬣷	0	0	0	9	言	7									
174124	𬣽	0	0	0	10	言	8									
174125	𬣼	0	0	0	9	言	7									
174126	𬣾	0	0	0	10	言	8									
174127	𬤀	0	0	0	10	言	8									
174128	𬤄	0	0	0	10	言	8									
174129	𬤈	0	0	0	11	言	9									
174130	𬤇	0	0	0	11	言	9									
174131	𬤊	0	0	0	11	言	9									
174132	𬤉	0	0	0	11	言	9									
174133	𬤌	0	0	0	11	言	9									
174134	𬤍	0	0	0	11	言	9									
174135	𬤎	0	0	0	11	言	9									
174136	𬤒	0	0	0	12	言	10									
174137	𬤑	0	0	0	12	言	10									
174138	𬤕	0	0	0	12	言	10									
174139	𬤘	0	0	0	13	言	11									
174140	𬤙	0	0	0	13	言	11									
174141	𬤛	0	0	0	13	言	11									
174142	𬤜	0	0	0	14	言	12									
174143	𬤦	0	0	0	15	言	13									
174144	𬤠	0	0	0	14	言	12									
174145	𬤡	0	0	0	14	言	12									
174146	𬤣	0	0	0	14	言	12									
174147	𬤤	0	0	0	14	言	12									
174148	𬤥	0	0	0	14	言	12									
174149	𬤧	0	0	0	15	言	13									
174150	𬤩	0	0	0	16	言	14									
174151	𬤫	0	0	0	16	言	14									
174348	䥑	0	0	0	19	金	11									
174759	烴	1	0	0	11	火	7									
174835	鈦	1	0	0	12	金	4			タ				チタン,チタニウム		,,
175657	𬧳	0	0	0	12	車	5							でんしゃ		
176669	宪	1	0	0	9	宀	6									
176913	亻	1	0	0	2	人	0									
176936	㐃	0	0	0	3	丨	2									
176937	㪳	0	0	0	6	斗	2									
176938	䍺	0	0	0	17	羊	11		ゲン	カン,クヮン						
176939	𦏖	0	0	0	19	羊	13									
176940	㔮	0	0	0	21	肉	17		ナ	ダ						
176942	卋	1	0	0	6	十	4									
176944	彐	1	0	0	3	彐	0									
176945	亍	1	0	0	3	二	1		チキ	チョク				たたず-む		
176950	丩	1	0	0	2	丨	1		ク	キュウ				まつ-わる		
176956	丌	1	0	0	3	一	2		ギ,ゴ	キ				そ-れ,そ-の		
176977	劜	1	0	0	3	力	1		エチ	アツ						
176984	兦	1	0	0	3	入	1			モウ	ボウ					
176989	卂	1	0	0	3	十	1				シン					
176993	夨	1	0	0	3	大	0		シキ	ショク						
177018	凢	1	0	0	3	几	1				ボン					
177019	厸	1	0	0	4	厶	2				リン					
177025	丮	1	0	0	4	丨	3		キャク	ケキ				と-る		
177026	丯	1	0	0	4	丨	3			カイ				しるし		
177416	𠧝	0	0	0	7	乙	6									
177548	𪚽	0	0	0	21	龜	5									
177549	𪚶	0	0	0	21	龜	5									
177550	𪚷	0	0	0	21	龜	5									
177551	𪚺	0	0	0	21	龜	5									
177552	𪚻	0	0	0	21	龜	5									
177553	𪚼	0	0	0	21	龜	5									
177554	龞	1	0	0	28	龜	12									
177555	䶳	0	0	0	21	龠	4									
177556	䶴	0	0	0	25	龠	8									
177557	𪛍	0	0	0	25	龠	8									
177558	𪛏	0	0	0	26	龠	9									
177559	龥	1	0	0	26	龠	9		ヤク	ユ				よ-ぶ		
177560	𪛐	0	0	0	26	龠	9									
177561	𪛑	0	0	0	26	龠	9									
177562	䶵	0	0	0	27	龠	10									
177563	𪛓	0	0	0	28	龠	11									
177564	𪛔	0	0	0	31	龠	14									
177565	𪛕	0	0	0	33	龠	16									
177566	𪛖	0	0	0	37	龠	20									
177639	𪚲	0	0	0	19	龜	4									
177699	盯	1	0	0	7	目	2		チョウ,テウ							
178457	弎	1	0	0	6	弋	3		サン							
178569	𩪿	0	0	0	13	高	3									
178570	𩫳	0	0	0	32	高	21									
178571	𩫱	0	0	0	27	高	17									
178572	𤋳	0	0	0	13	魚	0									
178573	𩵋	0	0	0	10	魚	0									
178574	萙	1	0	0	11	艸	8							くたび-れる		
178575	𩻩	0	0	0	23	魚	12							まぐろ		
178576	𢷡	0	0	0	17	手	14				チャク					
178606	䯨	0	0	0	10	高	3									
178607	𩫕	0	0	0	17	高	7									
178608	䯫	0	0	0	10	高	12									
178609	𩫰	0	0	0	27	高	17									
178610	𩫫	0	0	0	24	高	14									
178611	𩫞	0	0	0	19	高	9									
178612	髚	1	0	0	14	高	4									
178613	𪚿	0	0	0	28	龜	7									
178614	𩫃	0	0	0	14	高	4									
178615	𩫎	0	0	0	16	高	6									
178616	𩫚	0	0	0	18	高	8									
178617	𩫨	0	0	0	23	高	13									
178618	𩫭	0	0	0	25	高	15									
178619	𩵎	0	0	0	13	魚	2									
178620	𩷑	0	0	0	18	魚	7									
178621	𩷷	0	0	0	19	魚	8									
178622	𩷸	0	0	0	19	魚	8									
178623	𩫉	0	0	0	14	高	4									
178624	𩫊	0	0	0	15	高	5									
178625	𩫏	0	0	0	16	高	6									
178626	𩫖	0	0	0	17	高	7									
178627	䯬	0	0	0	28	高	18									
178628	𩫩	0	0	0	23	高	3									
178629	𩫯	0	0	0	26	高	16									
178630	𩫦	0	0	0	21	高	11									
178631	𩫧	0	0	0	22	高	12									
178632	𩵌	0	0	0	13	魚	2									
178633	𩵐	0	0	0	13	魚	2									
178634	魡	1	0	0	14	魚	3									
178635	魤	1	0	0	15	魚	4									
178636	𩵡	0	0	0	15	魚	4									
178637	𩵮	0	0	0	15	魚	4									
178638	䰻	0	0	0	15	魚	4									
178639	𩻋	0	0	0	22	魚	11									
178640	䱆	0	0	0	16	魚	5									
178641	𩶋	0	0	0	16	魚	5									
178642	𩶨	0	0	0	17	魚	6									
178643	𩶪	0	0	0	17	魚	6									
178644	𩶬	0	0	0	17	魚	6									
178645	鮥	1	0	0	17	魚	6									
178646	䱍	0	0	0	17	魚	6									
178647	𩶭	0	0	0	17	魚	6									
178648	𩷒	0	0	0	18	魚	7									
178649	鮾	1	0	0	18	魚	7									
178650	𩷔	0	0	0	18	魚	7									
178651	䱒	0	0	0	18	魚	7									
178652	䱓	0	0	0	18	魚	7									
178653	鯃	1	0	0	18	魚	7									
178654	䱔	0	0	0	18	魚	7									
178655	䱖	0	0	0	18	魚	7									
178656	䱗	0	0	0	18	魚	7									
178657	𩷺	0	0	0	19	魚	8									
178658	䱙	0	0	0	19	魚	8									
178659	𩷻	0	0	0	19	魚	8									
178660	鯜	1	0	0	19	魚	8									
178661	𩷾	0	0	0	19	魚	8									
178662	䱠	0	0	0	19	魚	8									
178663	𩸂	0	0	0	19	魚	8									
178664	𩸆	0	0	0	19	魚	8									
178665	𩸉	0	0	0	19	魚	8									
178666	䱥	0	0	0	19	魚	8									
178667	鯭	1	0	0	19	魚	8									
178668	𩸋	0	0	0	19	魚	8									
178669	𩸖	0	0	0	19	魚	8									
178670	鯶	1	0	0	20	魚	9									
178671	𩹁	0	0	0	20	魚	9									
178672	鯹	1	0	0	20	魚	9									
178673	𩸿	0	0	0	20	魚	9									
178674	鯻	1	0	0	20	魚	9									
178675	𩵍	0	0	0	13	魚	2									
178676	𩺚	0	0	0	21	魚	10									
178677	𩺜	0	0	0	21	魚	10									
178678	𩼵	0	0	0	25	魚	14									
178679	𩶍	0	0	0	16	魚	5									
178680	𩶱	0	0	0	17	魚	6									
178681	䱘	0	0	0	18	魚	7									
178682	鯯	1	0	0	19	魚	8									
178683	𩸏	0	0	0	19	魚	8									
178684	鯷	1	0	0	20	魚	9									
178686	䱧	0	0	0	19	魚	8									
178687	𩸄	0	0	0	19	魚	8									
178688	鯘	1	0	0	19	魚	8		ネ	ダイ						
178689	𩷙	0	0	0	18	魚	7									
178690	鯗	1	0	0	19	魚	8									
178691	鯋	1	0	0	18	魚	7									
178692	𩷍	0	0	0	18	魚	7									
178693	䱏	0	0	0	18	魚	7									
178694	鮛	1	0	0	17	魚	6									
178695	𩶌	0	0	0	16	魚	5									
178696	𩻉	0	0	0	22	魚	11									
178697	𩼡	0	0	0	24	魚	13									
178698	𩼠	0	0	0	24	魚	13									
178699	𩼞	0	0	0	24	魚	13									
178700	𩵔	0	0	0	14	魚	3									
178702	䰹	0	0	0	15	魚	4									
178703	𩸻	0	0	0	19	魚	8									
178704	𩺙	0	0	0	21	魚	10									
178705	𩻍	0	0	0	22	魚	11									
178706	𩻶	0	0	0	23	魚	12									
178707	𩼘	0	0	0	24	魚	13									
178708	𩵕	0	0	0	14	魚	3									
178709	𩵸	0	0	0	15	魚	4									
178710	𩷮	0	0	0	18	魚	7									
178711	𩸢	0	0	0	19	魚	8									
178712	𩽓	0	0	0	27	魚	16									
178713	𩶦	0	0	0	17	魚	6									
178714	𩶫	0	0	0	17	魚	6									
178715	𩸈	0	0	0	19	魚	8									
178716	鯮	1	0	0	19	魚	8									
178717	𩵏	0	0	0	13	魚	2									
178718	鮙	1	0	0	17	魚	6									
178719	鮝	1	0	0	17	魚	6									
178720	𩶮	0	0	0	17	魚	6									
178721	鯂	1	0	0	18	魚	7									
178722	䱛	0	0	0	19	魚	8									
178723	𩷼	0	0	0	19	魚	9									
178724	𩷽	0	0	0	19	魚	8									
178725	𩷿	0	0	0	19	魚	8									
178726	𩸃	0	0	0	19	魚	8									
178727	𩸅	0	0	0	19	魚	8									
178728	𩸊	0	0	0	19	魚	8									
178729	鮻	1	0	0	18	魚	7									
178730	𩶽	0	0	0	17	魚	6									
178731	𩵶	0	0	0	15	魚	4									
178732	𩵷	0	0	0	15	魚	4									
178733	𩵠	0	0	0	15	魚	4									
178734	䱈	0	0	0	16	魚	5									
178735	𩶡	0	0	0	19	魚	6									
178736	鯄	1	0	0	18	魚	7									
178737	𩷃	0	0	0	17	魚	6									
178738	𩸼	0	0	0	19	魚	8									
178739	𩸠	0	0	0	19	魚	8									
178740	𩻲	0	0	0	23	魚	12									
178741	䨋	0	0	0	11	雨	3									
178742	𩂵	0	0	0	14	雨	6									
178743	䨖	0	0	0	14	雨	6									
178744	𩃌	0	0	0	15	雨	7									
178745	𩄉	0	0	0	17	雨	9									
178746	𩄄	0	0	0	17	雨	9									
178747	𩄮	0	0	0	18	辵	14									
178748	𩄫	0	0	0	18	雨	10									
178749	𩄭	0	0	0	18	雨	10									
178750	𩅎	0	0	0	19	雨	11									
178751	𩄪	0	0	0	18	雨	10									
178752	𩅏	0	0	0	19	雨	11									
178753	䨯	0	0	0	19	雨	11									
178754	𩅒	0	0	0	19	雨	11									
