pageid	title	busyu	sokaku	edu_kanji	joyo_kanji	onyomi	kunyomi	jiscode	kuten
188031	魭	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ガン]]（[[グヮン]]）,** [[漢音]]：[[ガン]]（[[グヮン]]）、[[ゲン]]			
188032	魰	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[モン]],** [[漢音]]：[[ブン]]			
188034	魧	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ゴウ]]（[[ガウ]]）,** [[漢音]]：[[コウ]]（[[カウ]]）			
188035	𩵣	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ヘ]],** [[漢音]]：[[ハイ]]			
188036	魩	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[マチ]],** [[漢音]]：[[バツ]]			
188037	𩵦	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[モク]],** [[漢音]]：[[ボク]]			
188038	𩵩	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[フ]],** [[漢音]]：[[フ]]			
188039	𩵫	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[シン]],** [[漢音]]：[[シン]]			
188040	䰼	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ジン]],** [[漢音]]：[[シン]]			
188041	䰽	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ハイ]],** [[漢音]]：[[ハイ]]			
188042	𩵱	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[グ]],** [[漢音]]：[[ゴ]]			
188043	𩵗	*{{部首|魚|3}}	*{{総画|14}}			* 音読み,** [[呉音]]：[[ジ]],** [[漢音]]：[[シ]]			
188044	䰵	*{{部首|魚|3}}	*{{総画|14}}			* 音読み,** [[呉音]]：[[シ]],** [[漢音]]：[[シ]]	* 訓読み,*:[[ぼら]]		
188045	𩵖	*{{部首|魚|3}}	*{{総画|14}}			* 音読み,** [[呉音]]：[[ショウ]]（[[セウ]]）,** [[漢音]]：[[ショウ]]（[[セウ]]）			
188046	鮌	*{{部首|魚|5}}	*{{総画|16}}						
188047	䱳	*{{部首|魚|9}}	*{{総画|20}}						
188048	𩹒	*{{部首|魚|9}}	*{{総画|20}}						
188049	𩹐	*{{部首|魚|9}}	*{{総画|20}}						
188050	鰖	*{{部首|魚|9}}	*{{総画|20}}						
188051	𩹌	*{{部首|魚|9}}	*{{総画|20}}						
188053	𩹋	*{{部首|魚|9}}	*{{総画|20}}						
188054	䱯	*{{部首|魚|9}}	*{{総画|20}}						
188055	𩹆	*{{部首|魚|9}}	*{{総画|20}}						
188057	𩹅	*{{部首|魚|9}}	*{{総画|20}}						
188058	𩹃	*{{部首|魚|9}}	*{{総画|20}}						
188059	鰀	*{{部首|魚|9}}	*{{総画|20}}						
188060	𩹴	*{{部首|魚|10}}	*{{総画|21}}						
188061	䱶	*{{部首|魚|10}}	*{{総画|21}}						
188062	鰟	*{{部首|魚|10}}	*{{総画|21}}						
188063	𩹹	*{{部首|魚|10}}	*{{総画|21}}						
188064	𩹻	*{{部首|魚|10}}	*{{総画|21}}						
188065	𩹽	*{{部首|魚|10}}	*{{総画|21}}						
188066	𩺁	*{{部首|魚|10}}	*{{総画|21}}						
188067	𩺃	*{{部首|魚|10}}	*{{総画|21}}						
188068	𩺅	*{{部首|魚|10}}	*{{総画|21}}						
188069	𩺆	*{{部首|魚|10}}	*{{総画|21}}						
188070	𩺮	*{{部首|魚|11}}	*{{総画|22}}						
188071	𩺲	*{{部首|魚|11}}	*{{総画|22}}						
188073	𩺳	*{{部首|魚|11}}	*{{総画|22}}						
188074	𩺴	*{{部首|魚|11}}	*{{総画|22}}						
188075	𩺶	*{{部首|魚|11}}	*{{総画|22}}						
188076	𩺺	*{{部首|魚|11}}	*{{総画|22}}						
188077	𩺻	*{{部首|魚|11}}	*{{総画|22}}						
188078	𩺼	*{{部首|魚|11}}	*{{総画|22}}						
188079	䲄	*{{部首|魚|11}}	*{{総画|22}}						
188080	𩺽	*{{部首|魚|11}}	*{{総画|22}}						
188081	𩺾	*{{部首|魚|11}}	*{{総画|22}}						
188082	𩻙	*{{部首|魚|12}}	*{{総画|23}}						
188083	䲋	*{{部首|魚|12}}	*{{総画|23}}						
188084	𩻞	*{{部首|魚|12}}	*{{総画|23}}						
188085	𩻠	*{{部首|魚|12}}	*{{総画|23}}						
188086	𩻡	*{{部首|魚|12}}	*{{総画|23}}						
188087	䲍	*{{部首|魚|12}}	*{{総画|23}}						
188088	𩻢	*{{部首|魚|12}}	*{{総画|23}}						
188089	𩻣	*{{部首|魚|12}}	*{{総画|23}}						
188090	𩻥	*{{部首|魚|12}}	*{{総画|23}}						
188091	𩻦	*{{部首|魚|12}}	*{{総画|23}}						
188092	𩻨	*{{部首|魚|12}}	*{{総画|23}}						
188093	鱞	*{{部首|魚|13}}	*{{総画|24}}						
188094	𩼂	*{{部首|魚|13}}	*{{総画|24}}						
188095	𩼃	*{{部首|魚|13}}	*{{総画|24}}						
188096	䲒	*{{部首|魚|13}}	*{{総画|24}}						
188097	鱡	*{{部首|魚|13}}	*{{総画|24}}						
188098	𩼆	*{{部首|魚|13}}	*{{総画|24}}						
188099	𩼋	*{{部首|魚|13}}	*{{総画|24}}						
188100	𩶃	*{{部首|魚|5}}	*{{総画|16}}						
188101	䰿	*{{部首|魚|5}}	*{{総画|16}}						
188102	䱄	*{{部首|魚|5}}	*{{総画|16}}						
188103	䱅	*{{部首|魚|5}}	*{{総画|16}}						
188104	鮉	*{{部首|魚|5}}	*{{総画|16}}						
188106	𩶊	*{{部首|魚|5}}	*{{総画|16}}						
188107	魲	*{{部首|魚|4}}	*{{総画|15}}						
188108	𩽘	*{{部首|魚|16}}	*{{総画|27}}						
188109	𩽣	*{{部首|魚|17}}	*{{総画|28}}						
188110	𩽌	*{{部首|魚|15}}	*{{総画|26}}						
188197	𩵺	*{{部首|魚|4}}	*{{総画|15}}			* 音読み,** {{漢字 音未詳}}			
188198	𩵑	*{{部首|魚|2}}	*{{総画|13}}			* 音読み,** {{漢字 音未詳}}	* 訓読み,*:無し		
188264	尗	*{{部首|小|3}}	*{{総画|6}}<!--			* 音読み,** [[呉音]] : [[シュク]],** [[漢音]] : [[シュク]]	* 訓読み,*: [[まめ]]		
188592	𪖜	*{{部首|鼻|5}}	*{{総画|19}}			* 音読み,** [[呉音]]：[[クツ]],** [[漢音]]：[[クツ]]			
189015	魽	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ゴン]]、[[ガン]],** [[漢音]]：[[カン]]			
189018	𩶁	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ビョウ]]（[[ビャウ]]）、[[ヒョウ]]（[[ヒャウ]]）,** [[漢音]]：[[ヘイ]]、[[ホウ]]（[[ハウ]]）			
189025	鮀	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ダ]],** [[漢音]]：[[タ]]			
189029	䱻	*{{部首|魚|10}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[ゲチ]]、[[クチ]],** [[漢音]]：[[カツ]]（[[クヮツ]]）、[[コツ]]			
189031	魺	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ガ]],** [[漢音]]：[[カ]]			
189033	䱂	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ウ]],** [[漢音]]：[[ユウ]]（[[イウ]]）			
189035	魻	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[キョウ]]（[[ケフ]]）,** [[漢音]]：[[コウ]]（[[カフ]]）			
189229	魼	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[コ]]、[[コウ]]（[[コフ]]）,** [[漢音]]：[[キョ]]、[[キョウ]]（[[ケフ]]）			
189230	鮅	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ビチ]],** [[漢音]]：[[ヒツ]]			
189231	鮐	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[タイ]]、[[イ]],** [[漢音]]：[[タイ]]、[[イ]]			
189232	鮆	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ザイ]]、[[シ]],** [[漢音]]：[[セイ]]、[[シ]]			
189233	𩶆	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ザイ]]、[[シ]],** [[漢音]]：[[セイ]]、[[シ]]			
189234	䱀	*{{部首|魚|5}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ヨウ]]（[[ヤウ]]）,** [[漢音]]：[[オウ]]（[[アウ]]）			
189235	魾	*{{部首|魚|6}}	*{{総画|16}}			* 音読み,** [[呉音]]：[[ビ]],** [[漢音]]：[[ヒ]]			
189237	𪖹	*{{部首|鼻|11}}	*{{総画|25}}			* 音読み,** [[呉音]]：[[ル]],** [[漢音]]：[[ロウ]]			
189238	𪖱	*{{部首|鼻|9}}	*{{総画|23}}						
189239	𪉖	*{{部首|鹵|3}}	*{{総画|14}}						
189240	𪉗	*{{部首|鹵|3}}	*{{総画|14}}						
189241	𪉙	*{{部首|鹵|3}}	*{{総画|14}}						
189242	𪉞	*{{部首|鹵|5}}	*{{総画|16}}						
189243	𪉟	*{{部首|鹵|5}}	*{{総画|16}}						
189244	𪖿	*{{部首|鼻|13}}	*{{総画|27}}						
189245	𪖸	*{{部首|鼻|11}}	*{{総画|25}}						
189246	𪉩	*{{部首|鹵|8}}	*{{総画|19}}						
189247	𪉰	*{{部首|鹵|9}}	*{{総画|20}}						
189248	𪉲	*{{部首|鹵|9}}	*{{総画|20}}						
189249	䴜	*{{部首|鹵|10}}	*{{総画|21}}						
189250	𪉷	*{{部首|鹵|10}}	*{{総画|21}}						
189251	𪉺	*{{部首|鹵|11}}	*{{総画|22}}						
189252	𪊃	*{{部首|鹵|13}}	*{{総画|24}}						
189253	𪊈	*{{部首|鹵|15}}	*{{総画|26}}						
189254	𪉝	*{{部首|鹵|5}}	*{{総画|16}}						
189255	𪉤	*{{部首|鹵|7}}	*{{総画|18}}						
189256	𪉬	*{{部首|鹵|8}}	*{{総画|19}}						
189257	𪉹	*{{部首|鹵|10}}	*{{総画|21}}						
189258	𪉵	*{{部首|鹵|10}}	*{{総画|21}}						
189259	𪊁	*{{部首|鹵|12}}	*{{総画|23}}						
189260	𪊀	*{{部首|鹵|12}}	*{{総画|23}}						
189261	𪊊	*{{部首|鹵|17}}	*{{総画|28}}						
189262	𪉧	*{{部首|鹵|8}}	*{{総画|19}}						
189264	𪉀	*{{部首|鳥|25}}	*{{総画|36}}						
189265	𪎓	*{{部首|麻|3}}	*{{総画|14}}						
189266	𪎖	*{{部首|麻|4}}	*{{総画|15}}						
189267	𪎪	*{{部首|麻|10}}	*{{総画|21}}						
189268	𪎬	*{{部首|麻|11}}	*{{総画|22}}						
189269	𪎲	*{{部首|麻|20}}	*{{総画|31}}			* 音読み,** [[呉音]]：[[サク]],** [[漢音]]：[[サク]]			
189472	𪋻	*{{部首|鹿|25}}	*{{総画|36}}						
189473	𩫂	*{{部首|高|4}}	*{{総画|14}}						
189474	𩫈	*{{部首|高|4}}	*{{総画|14}}						
189475	𪓎	*{{部首|黹|9}}	*{{総画|21}}						
189476	𪓋	*{{部首|黹|6}}	*{{総画|18}}						
189477	𪎰	*{{部首|麻|13}}	*{{総画|24}}						
189478	𪊜	*{{部首|麻|5}}	*{{総画|16}}						
189479	𪎥	*{{部首|麻|8}}	*{{総画|19}}						
189480	䵉	*{{部首|麻|9}}	*{{総画|20}}						
189481	𪎯	*{{部首|麻|12}}	*{{総画|23}}						
189482	𪎘	*{{部首|麻|4}}	*{{総画|15}}						
189483	𪎹	*{{部首|黄|4}}	*{{総画|15}}						
189484	䵊	*{{部首|黄|4}}	*{{総画|15}}						
189485	𪎸	*{{部首|黄|4}}	*{{総画|15}}						
189486	𪏑	*{{部首|黄|8}}	*{{総画|19}}						
189487	𪏕	*{{部首|黄|9}}	*{{総画|20}}						
189488	𪏞	*{{部首|黄|10}}	*{{総画|21}}						
189489	𪏝	*{{部首|黄|10}}	*{{総画|21}}						
189490	𪏡	*{{部首|黄|11}}	*{{総画|22}}						
189491	𪏥	*{{部首|黄|12}}	*{{総画|23}}						
189492	𪏧	*{{部首|黄|13}}	*{{総画|24}}						
189493	𪏜	*{{部首|黄|10}}	*{{総画|21}}						
189494	𪏘	*{{部首|黄|10}}	*{{総画|21}}						
189495	𪏚	*{{部首|黄|10}}	*{{総画|21}}						
189496	𪏖	*{{部首|黄|9}}	*{{総画|20}}						
189497	𪏌	*{{部首|黄|8}}	*{{総画|19}}						
189498	𪏇	*{{部首|黄|8}}	*{{総画|19}}						
189755	𪚕	*{{部首|龍|4}}	*{{総画|20}}						
189756	𪚒	*{{部首|龍|3}}	*{{総画|19}}						
189757	𪚗	*{{部首|龍|4}}	*{{総画|20}}						
189758	龒	*{{部首|龍|5}}	*{{総画|21}}						
189759	𪚜	*{{部首|龍|6}}	*{{総画|22}}						
189760	𪚞	*{{部首|龍|6}}	*{{総画|22}}						
189761	𪚔	*{{部首|龍|3}}	*{{総画|19}}						
189762	𪚟	*{{部首|龍|6}}	*{{総画|22}}						
189763	𪗒	*{{部首|齊|14}}	*{{総画|28}}						
189764	𪗊	*{{部首|齊|5}}	*{{総画|19}}						
189765	𪗌	*{{部首|齊|6}}	*{{総画|20}}						
189766	𪗇	*{{部首|齊|4}}	*{{総画|18}}						
189767	𪗈	*{{部首|齊|4}}	*{{総画|18}}						
189768	𠆜	*{{部首|齊|4}}	*{{総画|18}}						
189769	𪗉	*{{部首|齊|5}}	*{{総画|19}}						
189770	𪔐	*{{部首|鼓|5}}	*{{総画|18}}						
189771	𪔝	*{{部首|鼓|7}}	*{{総画|20}}						
189772	𡔷	*{{部首|鼓|0}}	*{{総画|14}}						
189773	𪔨	*{{部首|鼓|9}}	*{{総画|22}}						
189774	𪔫	*{{部首|鼓|9}}	*{{総画|22}}						
189775	𪔮	*{{部首|鼓|10}}	*{{総画|23}}						
189776	鼝	*{{部首|鼓|11}}	*{{総画|24}}						
189777	𪔵	*{{部首|鼓|13}}	*{{総画|26}}						
189778	𪔱	*{{部首|鼓|11}}	*{{総画|24}}						
189779	𪔧	*{{部首|鼓|9}}	*{{総画|22}}						
189780	𥀾	*{{部首|鼓|20}}	*{{総画|33}}						
189781	𪔢	*{{部首|鼓|8}}	*{{総画|21}}						
189782	𪔥	*{{部首|鼓|8}}	*{{総画|21}}						
189783	𪔤	*{{部首|鼓|8}}	*{{総画|21}}						
189784	𪔜	*{{部首|鼓|7}}	*{{総画|20}}						
189785	𪔛	*{{部首|鼓|6}}	*{{総画|19}}						
189786	𪔗	*{{部首|鼓|6}}	*{{総画|19}}						
189787	𪔖	*{{部首|鼓|6}}	*{{総画|19}}						
189788	𪔎	*{{部首|鼓|4}}	*{{総画|17}}						
189789	𪔔	*{{部首|鼓|6}}	*{{総画|19}}						
189790	𪔑	*{{部首|鼓|5}}	*{{総画|18}}						
189791	𪇞	*{{部首|鼓|12}}	*{{総画|25}}						
189792	𩰥	*{{部首|鬯|11}}	*{{総画|21}}						
189793	𩰧	*{{部首|鬯|12}}	*{{総画|22}}						
189794	𩰣	*{{部首|鬯|8}}	*{{総画|18}}						
189795	𩰨	*{{部首|鬯|13}}	*{{総画|23}}						
189796	𩰠	*{{部首|鬯|5}}	*{{総画|15}}						
189797	𩰤	*{{部首|鬯|10}}	*{{総画|20}}						
189798	𪔯	*{{部首|鼓|11}}	*{{総画|24}}						
191700	皂	* {{部首|白|2}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[ゾウ]]([[ザウ]]),** [[漢音]] : [[ソウ]]([[サウ]])	* 訓読み,** [[さいかち]]	** [[JIS]]：コード割り当て無し** [[Shift JIS]]	** [[区点]]：コード割り当て無し
193293	䜌	*{{部首|言|12}}	*{{総画|19}}			* 音読み,** [[呉音]] : [[レン]],** [[漢音]] : [[レン]]	*訓読み,*:-		
193868	痵	*{{部首|疒|8}}	*{{総画|13}}			*音読み<!--「其季切」で「悸」に一致-->,**[[呉音]]: [[キ]],**[[漢音]]: [[ギ]]	*訓読み,*:[[ときめく|ときめ-く]]、{{要出典範囲|[[むなさわぎ]]}}		
193892	羗	* {{部首|羊|4}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[コウ]]([[カゥ]]),** [[漢音]] : [[キョウ]]([[キャゥ]]),** [[慣用音]] : [[キョン]]	* 訓読み,*: [[ああ]]、[[えびす]]		
194788	螨	* {{部首|虫|10}}	* {{総画|16}}						
195303	龟	* {{部首|龜|0}}	* {{総画|7}}						
195308	灵	* {{部首|火|3}}	* {{総画|7}}						** [[区点]]：1面87区36点
195632	絓	* {{部首|糸|6}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[ゲ]]、[[カ]],** [[漢音]] : [[カイ]]、[[ワ]]	* 訓読み,*: [[かかる]]、[[つむぎ]]、[[しけ]]	** [[JIS]]*** 16進：5168	** [[区点]]：1面90区3点
195778	鰂	* {{部首|魚|9}}	* {{総画|20}}			* 音読み,** [[呉音]] : [[ゾク]],** [[漢音]] : [[ソク]]	* 訓読み,*: [[いか]]	** [[JIS]]*** 16進：7506	
195779	鲗	* {{部首|魚|6}}	* {{総画|14}}						
196916	鈀	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[漢音]] : [[ハ]]	* 訓読み,** [[まぐわ]]		** [[区点]]：6724
198263	鎂	*{{部首|金|9}}	*{{総画|17}}			*音読み,**[[慣用音]]: [[？？]]			
198271	镁	* {{部首|钅|9}}	* {{総画|14}}						
198276	碳	* {{部首|石|9}}	* {{総画|14}}			* 音読み,** [[呉音]] : [[タン]],** [[漢音]] : [[タン]]			
198277	氮	* {{部首|气|8}}	* {{総画|12}}			* 音読み,** [[呉音]] : [[タン]],** [[漢音]] : [[タン]]			
198278	氟	* {{部首|气|5}}	* {{総画|9}}			* 音読み,** [[呉音]] : [[フツ]],** [[漢音]] : [[フツ]]			
198344	鉀	* {{部首|金|5}}	* {{総画|13}}			* 音読み,** [[漢音]] : [[コウ]]	* 訓読み,** [[よろい]]		** [[区点]]：1面93区10点
198345	钾	* {{部首|钅|5}}	* {{総画|10}}						
198350	钯	* {{部首|钅|4}}	* {{総画|9}}						
198354	铅	* {{部首|钅|5}}	* {{総画|10}}						
198355	钍	* {{部首|钅|3}}	* {{総画|8}}						
198357	鈥	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[漢音]] : [[カ]]			
198358	铝	* {{部首|钅|6}}	* {{総画|11}}						
198359	镝	* {{部首|钅|11}}	* {{総画|16}}						
198387	铍	* {{部首|金|5}}	* {{総画|10}}						
198390	鋅	*{{部首|金|7}}	*{{総画|15}}			*音読み,**[[漢音]]: [[シン]]			
198391	锌	* {{部首|钅|7}}	* {{総画|12}}						
198393	钴	* {{部首|钅|7}}	* {{総画|12}}						
198395	锡	* {{部首|钅|8}}	* {{総画|13}}						
198398	氯	*{{部首|气|8}}	*{{総画|12}}			*音読み,**[[慣用音]]: [[リョク]]、[[ロク]]			
198410	蓪	* {{部首|艸|11}}	* {{総画|15}} <!-- en版での総画数=17 -->			* 音読み,** [[呉音]] : [[ツ]],** [[漢音]] : [[トウ]]	* 訓読み,*: [[あけび]]		** [[区点]]：2面86区63点
198411	钇	* {{部首|钅|1}}	* {{総画|6}}						
198412	钌	* {{部首|钅|2}}	* {{総画|7}}						
198413	铂	* {{部首|钅|2}}	* {{総画|7}}						
198414	钆	* {{部首|钅|1}}	* {{総画|6}}						
198415	钕	* {{部首|钅|3}}	* {{総画|8}}						
198416	钒	* {{部首|钅|3}}	* {{総画|8}}						
198417	钛	* {{部首|钅|4}}	* {{総画|9}}						
198419	铊	* {{部首|钅|5}}	* {{総画|10}}						
198420	铀	* {{部首|钅|5}}	* {{総画|10}}						
198421	钋	* {{部首|钅|2}}	* {{総画|7}}						
198426	锕	* {{部首|钅|2}}	* {{総画|7}}						
198427	溴	*{{部首|水|10}}	*{{総画|13}}			*音読み,**[[慣用音]]: [[？？]]			
198428	鈉	*{{部首|金|4}}	*{{総画|12}}			*音読み,**[[漢音]]: [[ノウ]]			
198429	钠	* {{部首|钅|4}}	* {{総画|9}}						
198430	鈣	* {{部首|金|4}}	* {{総画|12}}			* 音読み,** [[漢音]] : [[カイ]]			
198431	钙	* {{部首|钅|4}}	* {{総画|9}}						
198528	碘	* {{部首|石|8}}	* {{総画|13}}			* 音読み,** [[呉音]] : [[テン]],** [[漢音]] : [[テン]]			
198529	砷	* {{部首|石|5}}	* {{総画|10}}			* 音読み,** [[呉音]] : [[シン]],** [[漢音]] : [[シン]]			
198568	錳	* {{部首|金|8}}	* {{総画|16}}			* 音読み,** [[漢音]] : [[モウ]]			
198569	锰	* {{部首|钅|8}}	* {{総画|13}}						
198570	鎳	* {{部首|金|10}}	* {{総画|18}}						
198571	镍	* {{部首|钅|10}}	* {{総画|15}}						
198691	鎘	* {{部首|金|10}}	* {{総画|18}}			* 音読み,** [[漢音]] : [[レキ]],** [[呉音]] : [[リャク]]、[[カク]]			
198692	镉	* {{部首|钅|10}}	* {{総画|15}}						
198697	鋇	* {{部首|金|7}}	* {{総画|15}}			* 音読み,** [[漢音]] : [[ハイ]]			
198698	钡	* {{部首|钅|4}}	* {{総画|9}}						
198762	銫	* {{部首|金|6}}	* {{総画|14}}			* 音読み,** [[漢音]] : [[ショク]]			
198764	铯	* {{部首|钅|6}}	* {{総画|11}}						
198769	氡	* {{部首|气|5}}	* {{総画|9}}						
198774	氬	*{{部首|气|8}}	*{{総画|12}}			*音読み,**[[慣用音]]　: [[ア]]			
198777	氩	* {{部首|气|5}}	* {{総画|9}}						
198785	氪	* {{部首|气|7}}	* {{総画|11}}						
198787	氙	* {{部首|气|3}}	* {{総画|7}}			* 音読み,** [[呉音]] : [[セン]],** [[漢音]] : [[セン]]			
198788	硒	* {{部首|石|6}}	* {{総画|11}}			* 音読み,** [[呉音]] : [[セイ]],** [[漢音]] : [[セイ]]			
198789	碲	* {{部首|石|9}}	* {{総画|14}}			* 音読み,** [[呉音]] : [[テイ]],** [[漢音]] : [[テイ]]			
198790	砹	* {{部首|石|5}}	* {{総画|10}}						
198791	鑭	* {{部首|金|17}}	* {{総画|25}}			* 音読み,** [[漢音]] : [[ラン]]			
198792	镧	* {{部首|钅|12}}	* {{総画|17}}						
200265	鐿	* {{部首|金|13}}	* {{総画|21}}			* 音読み,** [[漢音]] : [[イ]]			
200266	镱	* {{部首|金|13}}	* {{総画|18}}						
200267	鉺	*{{部首|金|6}}	*{{総画|14}}						
200268	铒	* {{部首|金|6}}	* {{総画|11}}						
200269	銩	*{{部首|金|6}}	*{{総画|14}}						
200270	铥	* {{部首|金|6}}	* {{総画|11}}						
200679	䨽	*{{部首|非|3}}	*{{総画|11}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200680	䨾	*{{部首|非|3}}	*{{総画|11}}			* 音読み,** [[呉音]]：[[ビ]],** [[漢音]]：[[ヒ]]			
200681	𩇮	*{{部首|非|4}}	*{{総画|12}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200682	䩀	*{{部首|非|7}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ビ]],** [[漢音]]：[[ヒ]]			
200683	䩁	*{{部首|非|12}}	*{{総画|20}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200684	𩇴	*{{部首|非|4}}	*{{総画|12}}			* 音読み,** [[呉音]]：[[フン]],** [[漢音]]：[[ホウ]]（[[ハウ]]）			
200685	𩇫	*{{部首|非|3}}	*{{総画|11}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200686	𩇻	*{{部首|非|7}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ケイ]],** [[漢音]]：[[ケイ]]			
200687	𩇽	*{{部首|非|10}}	*{{総画|18}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200688	𩈁	*{{部首|非|12}}	*{{総画|20}}			* 音読み,** [[呉音]]：[[タイ]],** [[漢音]]：[[タイ]]			
200689	䨼	*{{部首|靑|14}}	*{{総画|22}}			* 音読み,** [[呉音]]：[[ゴ]]、[[グ]],** [[漢音]]：[[コ]]			
200690	𩇣	*{{部首|靑|13}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[シチ]],** [[漢音]]：[[シツ]]			
200691	𩇟	*{{部首|靑|9}}	*{{総画|17}}			* 音読み,** [[呉音]]：[[シン]],** [[漢音]]：[[シン]]			
200692	𩇝	*{{部首|靑|8}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[ショウ]]（[[シャウ]]）,** [[漢音]]：[[セイ]]			
200693	靛	*{{部首|靑|8}}	*{{総画|15}}			* 音読み,** [[呉音]]：[[デン]],** [[漢音]]：[[テン]]	* 訓読み,*:[[あい]]、[[あお]]		
200694	靗	*{{部首|靑|6}}	*{{総画|14}}			* 音読み,** [[呉音]]：[[チョウ]]（[[チャウ]]）,** [[漢音]]：[[テイ]]			
200695	靘	*{{部首|靑|6}}	*{{総画|14}}			* 音読み,** [[呉音]]：[[ショウ]]（[[シャウ]]）,** [[漢音]]：[[セイ]]			
200696	𩇕	*{{部首|靑|3}}	*{{総画|11}}			* 音読み,** [[呉音]]：[[ショウ]]（[[シャウ]]）,** [[漢音]]：[[セイ]]			
200697	靕	*{{部首|靑|5}}	*{{総画|13}}			* 音読み,** [[呉音]]：[[シン]],** [[漢音]]：[[シン]]			
200698	𩇖	*{{部首|靑|4}}	*{{総画|12}}			* 音読み,** [[呉音]]：[[ケイ]],** [[漢音]]：[[セイ]]			
200699	靝	*{{部首|靑|10}}	*{{総画|18}}						
200700	𩇠	*{{部首|靑|10}}	*{{総画|18}}						
200701	𩇞	*{{部首|靑|8}}	*{{総画|16}}						
200702	𩇧	*{{部首|非|2}}	*{{総画|10}}						
200703	𩇨	*{{部首|非|2}}	*{{総画|10}}						
200704	𩇰	*{{部首|非|4}}	*{{総画|12}}						
200705	𩇭	*{{部首|非|4}}	*{{総画|12}}						
200706	𩇪	*{{部首|非|3}}	*{{総画|11}}						
200707	𩇦	*{{部首|非|2}}	*{{総画|10}}						
200708	𩇱	*{{部首|非|4}}	*{{総画|12}}						
200709	𩇵	*{{部首|非|5}}	*{{総画|13}}						
200710	𩇶	*{{部首|非|5}}	*{{総画|13}}						
200711	𩇸	*{{部首|非|7}}	*{{総画|15}}						
200712	𩇹	*{{部首|非|7}}	*{{総画|15}}						
200713	𩇾	*{{部首|非|12}}	*{{総画|20}}						
200714	𩇿	*{{部首|非|12}}	*{{総画|20}}						
200715	𩈀	*{{部首|非|12}}	*{{総画|20}}						
200716	𩇩	*{{部首|非|3}}	*{{総画|11}}						
200717	靟	*{{部首|非|4}}	*{{総画|12}}						
200718	𩇥	*{{部首|靑|17}}	*{{総画|25}}						
200719	靔	*{{部首|靑|4}}	*{{総画|12}}						
200720	𪛌	*{{部首|龠|8}}	*{{総画|25}}						
200721	𪛎	*{{部首|龠|9}}	*{{総画|26}}			* 音読み,** [[呉音]]：[[ヒ]],** [[漢音]]：[[ヒ]]			
200722	𪛊	*{{部首|龠|4}}	*{{総画|21}}			* 音読み,** [[呉音]]：[[ゴン]],** [[漢音]]：[[ギン]]			
200723	𪛒	*{{部首|龠|10}}	*{{総画|27}}			* 音読み,** [[呉音]]：[[レン]],** [[漢音]]：[[レン]]			
